校系.代碼,校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,錄取名額..含外加.,普通生錄取分數
1677,國立東華大學,應用數學系統計組,1,1,1.5,0,0,0,0,1,1,0,21,232.5
1700,國立東華大學,資訊工程學系資工組,1.5,2,2,0,0,0,0,0,0,0,28,293.6
1701,國立東華大學,資訊工程學系國際組,1.5,2,2,0,0,0,0,0,0,0,4,326.65
1702,國立東華大學,生命科學系,1,1.75,1,0,0,0,0,0,1.5,1.75,44,338.18
1703,國立東華大學,物理學系物理組,1,1,1.5,0,0,0,0,2,1,0,24,299.2
1704,國立東華大學,物理學系奈米與光電科學組,1,1,1.5,0,0,0,0,2,1,0,14,335.7
1705,國立東華大學,化學系,1,1,1,0,0,0,0,1,2,0,37,287.3
1706,國立東華大學,電機工程學系,1,1,1,0,0,0,0,1,0,0,28,214.9
1707,國立東華大學,材料科學與工程學系,1,1,1,0,0,0,0,1,1,0,24,261.6
1710,國立東華大學,光電工程學系,1,1,1,0,0,0,0,1,1,0,24,251.6
1711,國立東華大學,自然資源與環境學系,1,1.5,1,0,0,0,0,0,1,1.5,34,275.75
1712,國立東華大學,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,27,363.05
1713,國立東華大學,國際企業學系,1.5,2,0,1.75,0,0,0,0,0,0,26,352.5
1714,國立東華大學,會計學系,1.5,2,0,2,0,0,0,0,0,0,37,369.5
1715,國立東華大學,財務金融學系,1,1.5,0,2,0,0,0,0,0,0,32,317.9
1716,國立東華大學,資訊管理學系,1,1.5,0,2,0,0,0,0,0,0,29,288.35
1717,國立東華大學,觀光暨休閒遊憩學系,1,2,0,1,1,2,0,0,0,0,29,440
1720,國立東華大學,管理學院管理科學與財金國際學士學位學程,1,2,0,1.5,0,0,0,0,0,0,5,319.8
1721,國立東華大學,華文文學系,2,1,0,0,1,0,0,0,0,0,28,245.8
1722,國立東華大學,中國語文學系,2,1.25,0,0,1.25,1,0,0,0,0,35,337.08
1723,國立東華大學,英美語文學系,1.5,1.75,0,1,1,1,0,0,0,0,30,406.3
1724,國立東華大學,經濟學系,1,1.75,0,2,0,0,0,0,0,0,28,315.43
1725,國立東華大學,社會學系,1.25,1.25,0,1,1,0,1.25,0,0,0,22,372.58
1726,國立東華大學,歷史學系,1,1.25,0,1,1.5,1,0,0,0,0,35,348.7
1727,國立東華大學,臺灣文化學系,1,2,0,1,2,2,0,0,0,0,31,460.5
1730,國立東華大學,諮商與臨床心理學系,1.5,1.5,1.5,0,0,0,0,0,0,1,23,294.2
1731,國立東華大學,法律學士學位學程,1.5,1.5,0,1,1,0,1.25,0,0,0,9,460.85
1732,國立東華大學,公共行政學系,1.5,2,0,1,0,0,1,0,0,0,16,359.05
1734,國立東華大學,課程設計與潛能開發學系,2,2,0,1,1,0,2,0,0,0,25,478.8
1735,國立東華大學,幼兒教育學系,2,2,0,1,1,0,2,0,0,0,25,480.5
1736,國立東華大學,特殊教育學系,1.25,1.25,0,1,1,1,0,0,0,0,26,314.73
1737,國立東華大學,教育行政與管理學系,2,2,0,1.5,1,0,1,0,0,0,22,452.5
1740,國立東華大學,族群關係與文化學系,2,2,0,0,1,1,2,0,0,0,12,485.3
1741,國立東華大學,民族語言與傳播學系,2,2,0,0,1,1,1.5,0,0,0,13,448.9
1742,國立東華大學,民族事務與發展學系,1,1,0,0,2,2,2,0,0,0,9,534.7
1743,國立東華大學,民族社會工作學士學位學程,1,1,0,0,2,2,2,0,0,0,13,536.2
1744,國立東華大學,藝術創意產業學系,2,2,0,0,1,1,0,0,0,0,19,379.6
1753,臺北市立大學,教育學系,2,2,0,2,1,1,0,0,0,0,23,571.6
1754,臺北市立大學,特殊教育學系(自費),2,1.5,0,1.5,0,0,0,0,0,0,28,341.5
1755,臺北市立大學,特殊教育學系(公費),2,1.5,0,1.5,0,0,0,0,0,0,1,436.4
1756,臺北市立大學,幼兒教育學系(自費),2,2,0,1.5,1,1,0,0,0,0,57,504
1757,臺北市立大學,幼兒教育學系(公費),2,2,0,1.5,1,1,0,0,0,0,5,595.6
1760,臺北市立大學,心理與諮商學系,1.5,1.75,0,1.5,1,1,0,0,0,0,32,494.33
1761,臺北市立大學,學習與媒材設計學系,1.5,2,0,2,0,0,0,0,0,0,16,404.1
1762,臺北市立大學,中國語文學系,1.5,1,0,1,1,1,0,0,0,0,33,383.35
1763,臺北市立大學,英語教學系(自費),1.25,2,0,1,1,1,0,0,0,0,16,463.53
1764,臺北市立大學,英語教學系(公費),1.25,2,0,1,1,1,0,0,0,0,2,528.78
1765,臺北市立大學,社會暨公共事務學系,1.5,1.5,0,1,1,0,2,0,0,0,20,535.05
1766,臺北市立大學,歷史與地理學系,1.5,1,0,1,1.5,1.5,0,0,0,0,28,466.2
1773,臺北市立大學,數學系,1.25,1,2,0,0,0,0,1,0,0,28,284.4
1774,臺北市立大學,資訊科學系,1.25,2,2,0,0,0,0,1,0,0,29,364.93
1775,臺北市立大學,應用物理暨化學系,1.25,1,1,0,0,0,0,1.5,1.5,0,20,366.63
1776,臺北市立大學,地球環境暨生物資源學系(自費),1.25,1.5,1.25,0,0,0,0,1,1,0,21,335.53
1777,臺北市立大學,地球環境暨生物資源學系(公費),1.25,1.5,1.25,0,0,0,0,1,1,0,1,485.9
2002,臺北市立大學,運動健康科學系,1.5,2,0,1,0,0,0,0,0,1,11,321.1
2003,國立屏東教育大學,教育學系,1.5,1.5,0,1.25,1,0,0,0,0,0,42,303.35
2004,國立屏東教育大學,教育心理與輔導學系,1.5,1.5,0,1.25,1,0,0,0,0,0,23,340.6
2005,國立屏東教育大學,幼兒教育學系,1.5,1.5,0,1,1,1,0,0,0,0,65,333.25
2006,國立屏東教育大學,特殊教育學系,1.5,1.25,0,1.25,1,1,0,0,0,0,25,345.3
2007,國立屏東教育大學,中國語文學系,2,1.25,0,1,1.5,1,0,0,0,0,26,407.63
2010,國立屏東教育大學,社會發展學系,1,1,0,0,1,1,1,0,0,0,32,326
2011,國立屏東教育大學,英語學系,1,2,0,0,1,0,0,0,0,0,24,277.8
2013,國立屏東教育大學,文化創意產業學系,2,1,0,0,2,1,0,0,0,0,18,390.5
2017,國立屏東教育大學,應用化學系,0,1,1,0,0,0,0,0,1.5,0,17,170.4
2020,國立屏東教育大學,應用數學系,1,2,2,0,0,0,0,0,0,0,21,233
2021,國立屏東教育大學,應用物理系物理組,1,1,2,0,0,0,0,2,1.5,0,10,352
2022,國立屏東教育大學,應用物理系光電暨材料組,1,1,2,0,0,0,0,2,1.5,0,17,348.3
2023,國立屏東教育大學,資訊科學系,1.5,2,2,0,0,0,0,0,0,0,32,266.05
2025,國立屏東教育大學,科普傳播學系,1.25,1,1,0,0,0,0,1,1,0,9,231.53
2026,國立新竹教育大學,教育與學習科技學系,2,2,0,2,1,1,0,0,0,0,52,487
2027,國立新竹教育大學,教育與學習科技學系(公費生),2,2,0,2,1,1,0,0,0,0,1,657.8
2030,國立新竹教育大學,幼兒教育學系,1.25,1,0,1,1,1,0,0,0,0,48,331.88
2031,國立新竹教育大學,幼兒教育學系(公費生),1.25,1,0,1.25,1,1,0,0,0,0,2,446.4
2032,國立新竹教育大學,特殊教育學系,2,2,0,1.25,1,1,0,0,0,0,25,467.2
2033,國立新竹教育大學,教育心理與諮商學系,1.5,2,0,1.5,0,0,0,0,0,0,17,357.05
2037,國立新竹教育大學,中國語文學系,2,1.5,0,1,1,1,0,0,0,0,26,425.95
2040,國立新竹教育大學,英語教學系,1.5,2,0,1.5,1,1,0,0,0,0,36,479.05
2041,國立新竹教育大學,環境與文化資源學系,1,1,0,0,1.5,1.5,1.5,0,0,0,34,467.3
2053,國立新竹教育大學,應用數學系,1,1,2,0,0,0,0,1.5,1,0,32,320.2
2054,國立新竹教育大學,應用科學系生命科學組,1,1.5,1,0,0,0,0,0,1,1.5,14,351.45
2055,國立新竹教育大學,應用科學系奈米科學組,1,1,1.5,0,0,0,0,1.5,1.5,0,10,368.8
2056,國立臺東大學,教育學系,1.5,1.5,0,1,0,0,0,0,0,0,16,216.05
2057,國立臺東大學,文化資源與休閒產業學系,1.5,1,0,0,1,0,0,0,0,0,15,204.2
2060,國立臺東大學,幼兒教育學系(師資生),2,2,0,1.75,0,0,0,0,0,0,14,297.9
2061,國立臺東大學,幼兒教育學系(非師資生),2,2,0,1.75,0,0,0,0,0,0,6,294.3
2062,國立臺東大學,特殊教育學系,1.5,1.5,0,1,0,0,0,0,0,0,16,205.85
2063,國立臺東大學,體育學系,2,1.5,0,1,0,0,0,0,0,0,10,222.25
2064,國立臺東大學,數位媒體與文教產業學系,2,1.5,0,1,0,0,0,0,0,0,14,236.2
2065,國立臺東大學,英美語文學系,1.5,2,0,0,1,1,0,0,0,0,18,335.55
2066,國立臺東大學,華語文學系,2,1.5,0,0,1,1,0,0,0,0,19,315.85
2067,國立臺東大學,身心整合與運動休閒產業學系,1.5,2,0,0,0,0,0,0,0,1.5,12,233.95
2070,國立臺東大學,公共與文化事務學系,2,0,0,0,1.5,1.5,1,0,0,0,30,402.6
2073,國立臺東大學,數學系,1.5,1,2,0,0,0,0,1.5,0,0,25,228.25
2074,國立臺東大學,應用科學系化學及奈米科學組,1,1,1.5,0,0,0,0,2,2,0,18,306.7
2075,國立臺東大學,應用科學系應用物理組,1,1,2,0,0,0,0,2,1.5,0,20,279.2
2076,國立臺東大學,資訊工程學系,2,2,2,0,0,0,0,1,0,0,38,297.2
2077,國立臺東大學,資訊管理學系,1.5,2,0,2,0,0,0,0,0,0,29,299.75
2100,國立臺東大學,生命科學系,0,1,1,0,0,0,0,0,1,2,23,227.2
2101,國立體育大學,體育推廣學系A,2,2,0,1.5,0,0,1,0,0,0,14,372
2104,國立體育大學,運動保健學系B,2,2,1,0,0,0,0,0,0,1.75,13,339.45
2105,國立體育大學,休閒產業經營學系,2,2,0,1.25,0,0,0,0,0,0,17,310.6
2107,元智大學,管理學院學士班(主修：企業管理),1,1,0,1,0,0,0,0,0,0,44,187.3
2110,元智大學,管理學院學士班(主修：財務金融),1,1,0,1,0,0,0,0,0,0,57,195.7
2111,元智大學,管理學院學士班(主修：國際企業),1,1,0,1,0,0,0,0,0,0,38,195
2112,元智大學,管理學院學士班(主修：會計),1,1,0,1,0,0,0,0,0,0,29,194.3
2113,元智大學,管理學院學士班(英語專班),1,1,0,1,0,0,0,0,0,0,34,206.1
2114,元智大學,資訊工程學系(資訊應用組),1,1,0,1,0,0,0,0,0,0,10,194.4
2115,元智大學,資訊管理學系,1.5,2,0,2,0,0,0,0,0,0,62,321.35
2116,元智大學,資訊傳播學系設計組,1,1,0,1,1,0,0,0,0,0,18,244.7
2117,元智大學,資訊傳播學系科技組,1,1,0,1,0,0,0,0,0,0,19,171.2
2120,元智大學,應用外語學系,1,1.5,0,0,0,1,0,0,0,0,30,235.1
2121,元智大學,中國語文學系,1.5,1,0,0,1,0,0,0,0,0,29,200.65
2122,元智大學,社會暨政策科學學系,1,1,0,0,0,0,1,0,0,0,24,186.6
2123,元智大學,藝術與設計學系,1,1,0,0,1,0,0,0,0,0,19,182.9
2124,元智大學,機械工程學系,0,1,2,0,0,0,0,2,0,0,72,230.5
2125,元智大學,化學工程與材料科學學系,0,0,1.75,0,0,0,0,2,2,0,38,278.65
2126,元智大學,工業工程與管理學系,1,1.25,1.5,0,0,0,0,1,0,0,38,197.28
2127,元智大學,資訊工程學系(資訊工程組),1,1,1,0,0,0,0,1,1,0,24,272
2130,元智大學,資訊工程學系(資訊電子組),1,1,1,0,0,0,0,1,1,0,10,268.6
2131,元智大學,電機工程學系,1,1.25,1.5,0,0,0,0,1.5,0,0,40,298.63
2132,元智大學,通訊工程學系,1,1,1,0,0,0,0,1,0,0,39,196.6
2133,元智大學,光電工程學系,1,1.25,1.5,0,0,0,0,1.5,0,0,33,268.93
2134,國立中正大學,中國文學系,2,1.25,0,1,1,1,0,0,0,0,32,455.65
2135,國立中正大學,外國語文學系,1,2,0,1,1,1,0,0,0,0,24,466.9
2136,國立中正大學,歷史學系,1.5,1.5,0,0,2,1,0,0,0,0,25,459.65
2137,國立中正大學,哲學系,1.5,2,0,2,1,0,1,0,0,0,24,561.95
2140,國立中正大學,社會福利學系,1.5,1.5,0,1,1,0,0,0,0,0,30,374.5
2141,國立中正大學,勞工關係學系,1.5,2,0,1,1,0,1.5,0,0,0,25,542
2142,國立中正大學,政治學系,1,2,0,1,1,0,1.5,0,0,0,3,519.2
2143,國立中正大學,傳播學系,1.5,1.5,0,1,1,1,0,0,0,0,21,454.05
2144,國立中正大學,經濟學系,1,2,0,2,0,0,0,0,0,0,46,404.9
2145,國立中正大學,財務金融學系,1,2,0,2,0,0,0,0,0,0,46,408.6
2146,國立中正大學,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,56,434.95
2147,國立中正大學,會計與資訊科技學系,1.5,2,0,2,0,0,0,0,0,0,32,438.65
2150,國立中正大學,法律學系法學組,1.5,1.5,0,1,1,0,1,0,0,0,22,470.95
2151,國立中正大學,法律學系法制組,1.5,1.5,0,1,1,0,1,0,0,0,21,469.05
2152,國立中正大學,財經法律學系,1,1.5,0,1,1,0,1,0,0,0,23,441.25
2153,國立中正大學,成人及繼續教育學系,1,1.25,0,1,1,0,1,0,0,0,15,400.05
2154,國立中正大學,犯罪防治學系,1.25,1.5,0,1,0,0,1.5,0,0,0,19,414.9
2155,國立中正大學,數學系,0,1.25,2,0,0,0,0,1,0,0,25,265.53
2156,國立中正大學,物理學系,1,1,1.5,0,0,0,0,1.5,1,0,14,387.3
2157,國立中正大學,化學暨生物化學系,1,1.25,1.25,0,0,0,0,1,2,0,36,429.15
2160,國立中正大學,地球與環境科學系,0,1,1.5,0,0,0,0,1.5,1.5,0,27,346.15
2161,國立中正大學,資訊工程學系,1,1.25,1.25,0,0,0,0,1.25,1,0,42,376.7
2162,國立中正大學,電機工程學系,1,1.25,1.25,0,0,0,0,1.25,1,0,29,384.8
2163,國立中正大學,機械工程學系,1,1.5,2,0,0,0,0,2,1,0,49,486.25
2164,國立中正大學,化學工程學系,1,1.25,1.25,0,0,0,0,1,1.25,0,39,378.65
2165,國立中正大學,通訊工程學系,1,1.25,1.25,0,0,0,0,1.25,1,0,16,374.6
2166,國立中正大學,資訊管理學系,1,2,2,0,0,0,0,1,1,0,22,454.7
2167,國立中正大學,心理學系,1,1.5,1.5,0,0,0,0,0,0,1.25,30,354.35
2170,國立中正大學,生命科學系,0,1.25,1,0,0,0,0,1,1.5,1.5,24,411.45
2172,大葉大學,機械與自動化工程學系(車輛科技組),2,2,1,0,0,0,0,2,1,0,3,271
2173,大葉大學,機械與自動化工程學系(機電系統組),2,2,1,0,0,0,0,2,1,0,6,261.8
2174,大葉大學,機械與自動化工程學系(產業菁英組),2,2,1,0,0,0,0,2,1,0,8,249.3
2175,大葉大學,電機工程學系,2,2,2,0,0,0,0,1,1,0,27,242.8
2176,大葉大學,電機工程學系(產業專班組),2,2,2,0,0,0,0,1,1,0,10,238
2177,大葉大學,工業工程與管理學系,2,2,0,2,1,1,0,0,0,0,8,325.6
2200,大葉大學,工業工程與管理學系(產業專班組),2,2,2,0,0,0,0,1,1,0,5,239.9
2201,大葉大學,綠色產品設計學士學位學程,2,2,0,2,1,1,0,0,0,0,5,339.7
2202,大葉大學,綠色產品設計學士學位學程(產業專班組),2,2,2,0,0,0,0,1,1,0,4,264.2
2203,大葉大學,環境工程學系(產業專班-自然組),2,2,1,0,0,0,0,1,2,0,3,262.6
2204,大葉大學,環境工程學系(產業專班-社會組),2,2,0,1,1,2,0,0,0,0,2,355.9
2205,大葉大學,環境工程學系(社會組),2,2,0,1,1,2,0,0,0,0,8,337.2
2206,大葉大學,"造紙科技暨包裝設計學士學位學程(產
業專班-自然組)",2,2,1,0,0,0,0,1,2,0,2,249.6
2207,大葉大學,"造紙科技暨包裝設計學士學位學程(社
會組)",2,2,0,1,1,2,0,0,0,0,16,303.4
2210,大葉大學,資訊工程學系,2,2,2,0,0,0,0,1,1,0,21,241.6
2211,大葉大學,多媒體數位內容學位學程,2,1,0,1,2,2,0,0,0,0,13,371.1
2212,大葉大學,材料科學與工程學系,2,1,1,0,0,0,0,2,2,0,13,263.1
2213,大葉大學,材料科學與工程學系(產業專班組),2,1,1,0,0,0,0,2,2,0,7,260.1
2214,大葉大學,醫療器材設計與材料學士學位學程,2,1,1,0,0,0,0,0,2,2,13,271.8
2215,大葉大學,企業管理學系(經營管理組),2,1,0,1,2,2,0,0,0,0,9,375.1
2216,大葉大學,企業管理學系(行銷流通組),2,1,0,1,2,2,0,0,0,0,9,368.1
2217,大葉大學,企業管理學系(產業專班組),2,1,0,1,2,2,0,0,0,0,6,364.6
2220,大葉大學,資訊管理學系,2,1,0,1,2,2,0,0,0,0,12,353.1
2221,大葉大學,人力資源暨公共關係學系,2,1,0,1,2,2,0,0,0,0,15,345.7
2222,大葉大學,會計資訊學系(投資理財組),2,1,0,1,2,2,0,0,0,0,5,353.8
2223,大葉大學,會計資訊學系(會計管理組),2,1,0,1,2,2,0,0,0,0,7,360.5
2224,大葉大學,會計資訊學系(產業專班組),2,1,0,1,2,2,0,0,0,0,2,348.4
2225,大葉大學,國際企業管理學系(行銷創意組),2,1,0,1,2,2,0,0,0,0,12,357.7
2226,大葉大學,國際企業管理學系(貿易經營組),2,1,0,1,2,2,0,0,0,0,13,352.4
2227,大葉大學,國際企業管理學系(產業專班組),2,1,0,1,2,2,0,0,0,0,5,349.6
2230,大葉大學,財務金融學系,2,1,0,1,2,2,0,0,0,0,10,379.2
2231,大葉大學,財務金融學系(產業專班組),2,1,0,1,2,2,0,0,0,0,8,350.1
2233,大葉大學,空間設計學系(建築組),2,1,0,1,2,2,0,0,0,0,12,380.2
2234,大葉大學,空間設計學系(室內暨景觀設計組),2,1,0,1,2,2,0,0,0,0,14,397.1
2237,大葉大學,視覺傳達設計學系(產業專班組),2,2,0,0,2,1,1,0,0,0,25,383.8
2240,大葉大學,傳播藝術學士學位學程(產業專班組),2,2,0,0,2,1,1,0,0,0,16,370.4
2241,大葉大學,英語學系,2,2,0,0,1,1,2,0,0,0,17,394.4
2242,大葉大學,文創產業國際人才學士學位學程,2,2,0,0,1,1,2,0,0,0,12,378.5
2243,大葉大學,應用日語學系,2,1.25,0,0,1,1.75,1,0,0,0,32,344.23
2244,大葉大學,歐洲語文學系(德文組),2,1,0,0,1,2,2,0,0,0,11,402.8
2245,大葉大學,歐洲語文學系(法文組),2,1,0,0,1,2,2,0,0,0,7,404.7
2246,大葉大學,歐洲文化與旅遊學士學位學程,2,1,0,0,1,2,2,0,0,0,12,376.2
2247,大葉大學,生物產業科技學系(應用生物科技組),2,1,1,0,0,0,0,0,2,2,12,298.6
2250,大葉大學,生物產業科技學系(食品科技組),2,1,1,0,0,0,0,0,2,2,9,305.2
2251,大葉大學,生物產業科技學系(美妝品科技組),2,1,1,0,0,0,0,0,2,2,10,289
2252,大葉大學,分子生物科技學系(生物醫學組),2,1,0,0,0,0,0,0,2,2,6,301.1
2253,大葉大學,分子生物科技學系(基因科技組),2,1,0,0,0,0,0,0,2,2,7,278.1
2254,大葉大學,生物資源學系(生態旅遊與保育組),2,1,1,0,0,0,0,0,2,2,7,274.8
2255,大葉大學,生物資源學系(生態資源利用組),2,1,1,0,0,0,0,0,2,2,5,279.3
2256,大葉大學,藥用植物與保健學系(中藥保健組),2,1,1,0,0,0,0,0,2,2,13,296.4
2257,大葉大學,藥用植物與保健學系(藥粧經絡組),2,1,1,0,0,0,0,0,2,2,14,296.2
2260,大葉大學,休閒事業管理學系(休閒經營組),2,1,0,1,2,2,0,0,0,0,15,344.2
2261,大葉大學,休閒事業管理學系(產業專班組),2,1,0,1,2,2,0,0,0,0,13,340.8
2262,大葉大學,"節慶暨婚禮企劃管理學士學位學程(產
業專班)",2,1,0,1,2,2,0,0,0,0,11,342.8
2263,大葉大學,運動健康管理學系(運動教練組),2,1,0,0,2,2,1,0,0,0,13,362
2264,大葉大學,運動健康管理學系(健康產業經營組),2,1,0,0,2,2,1,0,0,0,9,370.5
2265,大葉大學,觀光旅遊學系,2,1,0,1,2,2,0,0,0,0,21,362
2266,大葉大學,觀光旅遊學系(產業專班組),2,1,0,1,2,2,0,0,0,0,2,382.8
2267,大葉大學,餐旅管理學系,2,1,0,1,2,2,0,0,0,0,7,382
2270,大葉大學,餐旅管理學系(產業專班組),2,1,0,1,2,2,0,0,0,0,6,385.1
2271,大葉大學,護理學系,2,2,1,0,0,0,0,0,0,2,13,326.8
2272,中華大學,電機工程學系,2,1,1,0,0,0,0,2,2,0,49,243.8
2273,中華大學,機械工程學系,2,1,1,0,0,0,0,2,2,0,36,232.7
2274,中華大學,通訊工程學系,2,1,2,0,0,0,0,2,1,0,34,211.5
2275,中華大學,電子工程學系,2,1,2,0,0,0,0,1,2,0,32,230.4
2276,中華大學,光機電與材料學士學位學程,2,1,1,0,0,0,0,2,2,0,28,222.6
2277,中華大學,工業管理學系,2,1,0,1,2,2,0,0,0,0,32,287.2
2300,中華大學,企業管理學系企管組,2,1,0,1,2,2,0,0,0,0,26,329.5
2301,中華大學,企業管理學系行銷組,2,1,0,1,2,2,0,0,0,0,25,316.9
2302,中華大學,財務管理學系,2,1,0,1,2,2,0,0,0,0,57,308
2303,中華大學,國際企業學系,2,1,0,1,2,2,0,0,0,0,36,320.3
2304,中華大學,運輸科技與物流管理學系,2,1,0,1,2,2,0,0,0,0,32,312.2
2305,中華大學,科技管理學系,2,1,0,1,2,2,0,0,0,0,28,283.7
2306,中華大學,建築與都市計畫學系(建築設計組),2,1,0,1,2,2,0,0,0,0,21,364.4
2307,中華大學,建築與都市計畫學系(環境規劃與管理組),2,1,0,1,2,2,0,0,0,0,23,322.3
2310,中華大學,建築與都市計畫學系(建築科技組),2,2,2,0,0,0,0,1,1,0,19,252.9
2311,中華大學,景觀建築學系,2,1,0,1,2,2,0,0,0,0,33,342.3
2312,中華大學,營建管理學系,2,1,0,1,2,2,0,0,0,0,21,306.6
2313,中華大學,土木工程學系,2,2,2,0,0,0,0,1,1,0,22,240.1
2314,中華大學,工業產品設計學系(工業設計組),2,2,0,1,2,1,0,0,0,0,21,291
2315,中華大學,工業產品設計學系(創意生活設計組),2,1,0,1,2,2,0,0,0,0,36,328.2
2316,中華大學,外國語文學系,2,2,0,0,2,1,0,0,0,0,59,301.8
2317,中華大學,應用日語學系,2,1,0,1,2,2,0,0,0,0,49,341.1
2320,中華大學,行政管理學系,2,2,0,1,1,0,2,0,0,0,39,336.6
2321,中華大學,資訊工程學系(資訊工程組),2,2,1.75,0,0,0,0,0,0,0,30,179.95
2322,中華大學,資訊工程學系(軟體工程及設計組),2,2,1.75,0,0,0,0,0,0,0,22,176.1
2323,中華大學,生物資訊學系,2,0,0,0,0,0,0,0,1,2,26,210
2324,中華大學,資訊管理學系(資訊系統設計組),2,1.75,0,2,0,0,0,0,0,0,21,222.83
2325,中華大學,資訊管理學系(資訊管理組),2,1,0,1,2,2,0,0,0,0,35,325.5
2326,中華大學,餐旅管理學系,2,1,0,1,2,2,0,0,0,0,43,357.2
2327,中華大學,休閒遊憩規劃與管理學系,2,1,0,1,2,2,0,0,0,0,60,314.1
2330,中華大學,觀光與會展學系,2,1,0,1,2,2,0,0,0,0,22,342.3
2331,華梵大學,工業工程與經營資訊學系(自然組),2,2,2,0,0,0,0,1,1,0,21,210
2332,華梵大學,工業工程與經營資訊學系(社會組),2,1,0,1,2,2,0,0,0,0,40,293
2333,華梵大學,機電工程學系,2,2,2,0,0,0,0,1,1,0,47,186.2
2334,華梵大學,電子工程學系,2,1,1,0,0,0,0,2,2,0,42,197.9
2335,華梵大學,建築學系,2,2,0,2,1,0,1,0,0,0,27,307
2336,華梵大學,工業設計學系產品設計組,2,1,0,1,2,2,0,0,0,0,50,327.5
2337,華梵大學,工業設計學系交通工具設計組,2,2,0,1,2,1,0,0,0,0,17,280.8
2340,華梵大學,中國文學系,2,0,0,0,1,0,2,0,0,0,42,267.6
2341,華梵大學,外國語文學系,1.75,2,0,0,1.75,1,0,0,0,0,67,272.9
2342,華梵大學,哲學系,2,1,0,1,2,2,0,0,0,0,46,288.6
2343,華梵大學,資訊管理學系,2,1,0,1,2,2,0,0,0,0,79,311.7
2344,華梵大學,環境與防災設計學系環境設計組,2,1,0,1,2,2,0,0,0,0,36,273.9
2345,華梵大學,環境與防災設計學系環境防災組,2,1.75,0,2,0,0,0,0,0,0,30,180.1
2346,華梵大學,美術與文創學系文創設計組,2,1,0,0,2,1,0,0,0,0,19,298
2350,義守大學,電機工程學系,2,1,2,0,0,0,0,2,1,0,47,275.2
2351,義守大學,電子工程學系光電組,2,1,1,0,0,0,0,2,2,0,9,297.8
2352,義守大學,電子工程學系微電子與系統組,2,1,2,0,0,0,0,2,1,0,9,269.7
2353,義守大學,資訊工程學系,2,2,2,0,0,0,0,1,1,0,28,287.2
2354,義守大學,通訊工程學系,2,1,2,0,0,0,0,2,1,0,10,273.4
2355,義守大學,機械與自動化工程學系機電組,2,2,1,0,0,0,0,1,2,0,8,289.9
2356,義守大學,機械與自動化工程學系創新設計組,2,2,1,0,0,0,0,2,1,0,8,278
2357,義守大學,化學工程學系化學工程組,2,2,1,0,0,0,0,1,2,0,8,308.9
2360,義守大學,化學工程學系生物技術組,2,1,1,0,0,0,0,0,2,2,10,331.4
2361,義守大學,土木與生態工程學系創新營建組,2,2,1,0,0,0,0,1,2,0,8,301.8
2362,義守大學,土木與生態工程學系環境永續組,2,1,1,0,0,0,0,0,2,2,7,319.4
2363,義守大學,材料科學與工程學系,2,2,1,0,0,0,0,1,2,0,23,288
2364,義守大學,應用數學系資訊科學組,2,2,2,0,0,0,0,1,1,0,1,330.5
2365,義守大學,應用數學系財務分析組,2,1.5,0,2,0,0,0,0,0,0,10,256
2366,義守大學,工業管理學系,2,1,0,2,1,2,0,0,0,0,29,370
2367,義守大學,醫務管理學系,2,2,0,2,1,1,0,0,0,0,47,373.3
2370,義守大學,資訊管理學系,2,1,0,1,2,2,0,0,0,0,48,387.7
2371,義守大學,企業管理學系,2,1,0,1,2,2,0,0,0,0,53,394.8
2372,義守大學,財務金融學系財務管理組,2,1,0,1,2,2,0,0,0,0,23,407.7
2373,義守大學,財務金融學系金融管理組,2,1,0,1,2,2,0,0,0,0,23,408.2
2374,義守大學,會計學系,2,1,0,1,2,2,0,0,0,0,28,422.3
2375,義守大學,國際商務學系,2,1,0,1,2,2,0,0,0,0,41,395
2376,義守大學,公共政策與管理學系,2,1,0,1,2,2,0,0,0,0,30,409.1
2377,義守大學,健康管理學系,2,2,0,1,2,1,0,0,0,0,24,369.8
2400,義守大學,餐旅管理學系,2,1,0,1,2,2,0,0,0,0,26,447.1
2401,義守大學,休閒事業管理學系,2,1,0,1,2,2,0,0,0,0,20,404.7
2402,義守大學,觀光學系,2,1,0,1,2,2,0,0,0,0,33,413.9
2403,義守大學,廚藝學系,2,1,0,1,2,2,0,0,0,0,21,433.8
2404,義守大學,國際企業經營學系(國際學院),2,2,0,1,2,1,0,0,0,0,11,397.4
2405,義守大學,國際財務金融學系(國際學院),2,2,0,1,1,2,0,0,0,0,19,375.6
2406,義守大學,國際觀光餐旅學系(國際學院),2,2,0,1,1,2,0,0,0,0,8,417.2
2407,義守大學,娛樂事業管理學系(國際學院),2,2,0,1,2,1,0,0,0,0,7,403.2
2410,義守大學,應用英語學系,2,2,0,1,2,1,0,0,0,0,56,374.2
2411,義守大學,應用日語學系,2,2,0,1,2,1,0,0,0,0,28,394.2
2412,義守大學,大眾傳播學系,2,1,0,1,2,2,0,0,0,0,34,405
2413,義守大學,創意商品設計學系,2,1,0,1,2,2,0,0,0,0,37,399.5
2414,義守大學,電影與電視學系,2,2,0,1,2,1,0,0,0,0,26,385.4
